ORG ID,ORG Name,Assumptions Text Contains Pandemic Reference,Assumptions Text Contains Late Reference,Assumptions Text Contains Delay for Publication Reference,Assumptions Text Contains New Recipient Reference,Assumptions Text Contains New NTR Reference,Assumptions Text Contains Delete Reference,Assumptions Text Contains Fail Matching and Validation Reference,Count of Late Submitted Records,Count of Delayed Records,Count of Records Associated with Non-Physicians,Count of New NTR Records,Count of Deleted Records,Count of Fail Validation Records,Count of Failed Matching Records,Count of Payments Mentioned,Total $ of Payments Mentioned,Count
of NPIs
Mentioned,Assumptions Text
1E+11,"Alafair Biosciences, Inc. ",No ,No ,No ,Yes ,No ,No ,Yes ,0,0,23,0,0,0,0,0,0,0,"2023 Program Year:Alafair Biosciences, Inc.1) Ownership and investment interest was calculated using per share price of the company  from the most recent investment round in 2023. 2) Alafair Biosciences was unable to upload the data for 15 transactions because of open payment data validation error. The submitter tried to match the data against the NPPES NPI Registry and resources (Physician and non-physician practitioner database) provided by CMS.  A ticket (#CS2077704) was opened on 03/31/2024 with CMS help desk to address this issue. On the call, we reviewed the data validation errors but were not able to address the issue with those 15 transactions.Please refer to the file ID 176023 for the records of those transactions which failed matching and  validation."
1.00001E+11,Access Vascular Inc ,No ,No ,No ,No ,No ,Yes ,No ,0,0,4,0,0,0,0,3,61759.82,0,"Access Vascular IncReport of 2023: Assumptions DocumentAccess Vascular Inc hereby submits one additional record for ownership interests held by covered recipients under the Open Payments program for PY 2023.  The attestation submitted in connection with this record is made expressly subject to the information in this notice. Access Vascular identified a physician owner for whom we could not find a record in the VPL either with or without NPI, and we could not find her NPI.  Accordingly, we've added the information here:Entity Making Payment Registration Name: Access Vascular IncProgram Year: 2023Payment Category: Ownership or Investment InterestHome System Payment ID: 2023-OWN-001.2Was this payment previously submitted, attested and then deleted? NPhysician Demographics InformationName: WENDY WhittingtonBusiness Address: 7777 FOREST LN, STE C504, DALLAS, TX 75230, United StatesEmail Address:Primary Type: Medical DoctorNPI:Taxonomy Code: 208d00000xPhysician State License(s): TX - AM00077Ownership or Investment InformationInterest Held By: Physician Covered RecipientDollar Amount Invested: $5,298.06Value of Interest: $56,460.56Terms of Interest: StockShould you have any questions about this, please do not hesitate to contact Meghan Hamilton-Piercy at mhamilton@hc-compliance-solutions.com."
1E+11,Berman Instruments LLC ,No ,No ,No ,No ,No ,No ,No ,0,0,0,0,0,0,0,0,0,0,All owners stock value were negative in 2023. A value of $1 was submitted as a means to report the physicians statuses as shareholders
1E+11,SYNERGY PRODUCTS LLC ,No ,No ,No ,No ,No ,No ,No ,0,0,0,0,0,0,0,0,0,0,Assumptions include that:Dollar amount invested is the equivalent of the increase in investment value (or Partner Capital) for the year and it is $0 due to no increase in Partner Capital for either Partner in the Partnership. Value of interest is the equivalent of the current cumulative value of the ownership interest of each Partner (equivalent to their Partner Capital balance).
1E+11,"Centinel Spine, LLC ",No ,No ,No ,No ,No ,No ,Yes ,0,0,16,0,0,0,0,5,58773.48,2,"Assumptions Statement for 2023:For payments issued by check, Date of Payment reported is that listed on check. Centinel Spine was unable to submit the following transactions due to each of these persons having no State or License Number assigned to them that we could locate. These were all expenses related to Food and Beverage or Travel in the General Payments form:1. Kayla Angona, PA-C (NPI# 1295461002) for $19.28 on 9/14/2023 to discuss prodisc C VivoCentinel Spine has not submitted any fees that it incurs for engaging services of a third party like American Express, to make hotel or airline reservations for covered recipients, as these are for Centinel's benefit, not for the covered recipient's benefit, and as a result not considered by us to be a transfer of value to the covered recipient. For submissions on the Research Payments form, any payments made to third parties (for imaging services, anesthesiology, neuromonitoring) whose ownership structure is unknown, are neither reported as indirect payments to the PI's of any study site nor as indirect research payments to the signatory of the third party if it happens to be a physician, unless we have knowledge of the signatory physician having an ownership interest in the third party. Some Teaching Hospital names included in our Research Payments submission were slightly altered to match the exact names as depicted in the ""Hospital Name"" column of the List of Teaching Hospitals for Program Year 2023, compared to the actual payee name on the check, if the address matched, because CMS was otherwise rejecting our submission.Centinel Spine was unable to submit the ownership interest of Omar Noor, MD (NPI# 1124319397) since he is also listed as a Student in an Organized Health Care Education/Training Program (Physician Taxonomy 390200000X ) and having no State or License Number assigned to him that we could locate. He had two items of Equity interest in Centinel Spine in 2023:1. Dollar Amount Invested in 2023 is $0.00 for which Value of Interest is $50,000.2. Dollar Amount Invested in 2023 is $0.00 for which Value of Interest is $8,754.00."
1E+11,AxioMed LLC ,No ,No ,No ,No ,No ,No ,No ,0,6,0,0,0,0,0,0,0,0,AxioMed is not FDA approved or commercially available in the US. Lumbar Disc has completed a US IDE Clinical trial. Ownership interests reflect the amounts invested through various private placement investment rounds in the Company.
1E+11,"CathWorks, Inc. ",No ,No ,No ,No ,No ,No ,Yes ,0,0,3,0,0,0,0,0,0,0,"CathWorks Transparency ReportingAssumptions StatementReporting Year: 2023- Nature of Service under the consulting agreements: All Physicians directly paid are contracted under a general physician consulting contract. The hours that physicians incur are assessed by our internal clinical team and agreed upon via signature with the Clinical Lead and the Physician. As part of company policy, all hours paid under the general physician consulting contract are considered general payments, as the hours incurred are not performed under a research-specific contract.- Sign-in Sheet review: All events with potential covered recipients are required to have a sign-in sheet that details the attendee's name, credentials, and any NPI/license if applicable. The coordinator of the event manages the sign-in sheet and attendee count, and we utilize that sheet as the basis for all covered recipient review.- Expensify Review: The reimbursements are reviewed individually through Expensify by multiple individuals. We rely on the information provided by the employee and provide adequate training to ensure that each reimbursed employee is aware of covered recipients and transparency reporting. In the review of the expense reports, we ask questions relating to transparency reporting when discrepancies are identified.- Reporting Date: For the transfer of goods (Meals, flights, etc.) we report based on the date that the goods were transferred. For the payment of a service performed, we report based on the date that the service was paid regardless of the date of the service, as the payment date reflects the date there was a transfer of value.- Fellows/Students: Some fellows/students were reported if state license information matched successfully against CMS data. If state license information could not be matched against CMS data, then we could not submit the payments for reporting.[8:27 PM] Kimberly Ziaei-Physician Ownership Indicator: When stock options are granted, we do not consider this ownership interest, as it is only the right to obtain partial ownership. Once options are exercised (but not sold), we consider the physician to have ownership interest.-Transfer of Value Amount: We use the fair value of the options granted for reporting the amount of transfer of value."
1E+11,Vitrolife Inc. ,No ,No ,No ,No ,No ,No ,No ,34,0,3,4,0,0,0,0,0,0,Classification of physician ownership was performed by researching online as best as possible.
1E+11,Varex Imaging Corporation ,No ,No ,No ,No ,No ,No ,No ,0,0,0,0,0,0,0,0,0,0,"Dollar Amount Invested = fair market value (FMV) on grant date of Deferred Stock Unit that vests after 1 year and is subject to deferred distribution. Vested DSUs are distributed upon earlier of (1) termination of service, (2) 3 years from grant date, (3) change in control, or (4) death. Value of Interest = FMV of all shares granted, whether vested or unvested, less shares sold. FMV determined by multiplying the number of shares by stock price on last trading day prior to end of reporting year."
1E+11,"SPINEFRONTIER, INC. ",No ,No ,No ,No ,No ,No ,No ,0,0,0,0,0,0,0,0,0,0,Dr. Chin has indirect ownership interests as the founder of the company.
1E+11,CELTIC BIODEVICES LLC ,No ,No ,No ,No ,No ,No ,No ,0,0,0,0,0,0,0,1,132600,0,"Dr. Sweeney received $132,600.00 in year 2023 as a return on his investment in Celtic Biodevices, LLC, which he owns 60% of. Historically, Dr. Sweeney selected ""Current or prospective ownership or investment interest"" as the Nature of Payment or Transfer of Value however, since that is no longer an option, Dr. Sweeney has selected ""Consulting"" as the nature of payment which we believe is the most appropriate of the remaining options."
1.00001E+11,"GLW, Inc ",No ,No ,No ,No ,No ,No ,No ,0,0,0,0,0,0,0,0,0,0,"For the ownership category, the value is calculated based on the value of the most recent convertible note offered and purchased by shareholders."
1.00001E+11,"GastroGPO, LLC ",No ,No ,No ,Yes ,No ,No ,No ,0,0,0,0,0,0,0,0,0,0,"GastroGPO, LLC is a majority-owned subsidiary of SN Holdings, LLC. The minority ownership includes 1) a management service organization (MSO) that is majority owned by physicians; these physician owners are reported individually based upon their percentage ownership in the MSO; 2) two individual physician owners who are also owners of the MSO, thus their reported amounts include the total of their MSO-related ownership and their individual ownership; and 3) two non-physician owners. The ownership value of GastroGPO has historically been determined as a pro rata (based upon UPITDA) portion of the overall value of SN Holdings, LLC.  However, for 2023, the Gastro GPO valuation was determined based upon the final actual valuation of the individual ownership connected with the February 18, 2024 sale of the company. GastroGPO, LLC did not make any Research payments in 2022.GastroGPO, LLC held four meetings in 2023 for which general payments need to be reported.  We were able to indicate the honoraria fees paid to any physician owner. The cost of travel and lodging was determined by taking the actual cost for each physician owner for the following categories: airfare, lodging, ground transportation, and travel related expenses. The amount attributable to physician owner food and beverage was calculated by taking an average of the cost of food and beverage at each function and dividing by the number of attendees."
1E+11,"Grace Medical, Inc. ",No ,No ,No ,No ,No ,No ,No ,0,0,0,0,0,0,0,0,0,0,"INVESTMENTS REPRESENT THE FREEMAN FAMILY'S INTEREST IN THE COMPANY. BECAUSE THE THREE INDIVIDUALS LISTED ARE ALL TRUSTEES OF THE FAMILY TRUST WHERE SHARES ARE PRIMARILY HELD (OR IMMEDIATE FAMILY MEMBERS THEREOF) AND ARE ALL PHYSICIANS, THE VALUES ARE, IN TOTAL, TRIPLE THE FAMILY'S ACTUAL INVESTMENT AND HOLDINGS IN THE COMPANY. PRIOR YEAR SUBMISSIONS ARE BEING REVISED TO CORRECT THE OWNERSHIP VALUES TO COMPLY WITH CMS' REQUEST DATED 1/31/2024. ADDITIONALLY, LISA MYERS IS BEING ADDED TO PRIOR YEAR REPORTING TO REFLECT HER INDIRECT INTEREST IN THE COMPANY PRIOR TO 2023 - SHE WAS GRANTED OPTIONS DURING 2023 AFTER BEING NAMED A MEMBER OF THE BOARD OF DIRECTORS."
